date,ret
2022-06-02,-0.0016476005
2022-06-03,0.0145643965
2022-06-06,-0.0111996588
2022-06-07,0.0007248328
2022-06-08,-0.0131056149
2022-06-09,-0.0099493528
2022-06-10,0.0012231501
2022-06-13,-0.0033045093
2022-06-14,-0.0063586109
2022-06-15,-0.0028181615
2022-06-16,-0.0023296247
2022-06-17,-0.0027992960
2022-06-20,-0.0067152086
2022-06-21,0.0042660094
2022-06-22,0.0017903958
2022-06-23,0.0068746703
2022-06-24,-0.0024364107
2022-06-27,-0.0088844098
2022-06-28,0.0009332679
2022-06-29,0.0009665217
2022-06-30,0.0177948085
2022-07-01,0.0055029696
2022-07-04,0.0004382372
2022-07-05,0.0046055587
2022-07-06,0.0026681019
2022-07-07,-0.0062205149
2022-07-08,-0.0092719731
2022-07-11,-0.0016996656
2022-07-12,0.0053525796
2022-07-13,0.0061958632
2022-07-14,-0.0067970511
2022-07-15,-0.0046400784
2022-07-18,0.0028075484
2022-07-19,-0.0022865983
2022-07-20,-0.0009546127
2022-07-21,-0.0049865270
2022-07-22,-0.0019049730
2022-07-25,0.0056857451
2022-07-26,0.0040835694
2022-07-27,-0.0017005105
2022-07-28,0.0012599563
2022-07-29,-0.0016736027
2022-08-01,-0.0059850443
2022-08-02,-0.0075114654
2022-08-03,0.0050856989
2022-08-04,-0.0003734050
2022-08-05,0.0051713078
2022-08-08,0.0002836602
2022-08-09,-0.0073351497
2022-08-10,0.0082078558
2022-08-11,0.0029929586
2022-08-12,0.0022242944
2022-08-15,0.0012316597
2022-08-16,-0.0005642399
2022-08-17,0.0037754221
2022-08-18,-0.0066099986
2022-08-19,-0.0089415364
2022-08-22,0.0090430608
2022-08-23,-0.0020616524
2022-08-24,0.0038430085
2022-08-25,0.0109572967
2022-08-26,-0.0014910029
2022-08-29,0.0061923970
2022-08-30,-0.0053294356
2022-08-31,0.0048752809
2022-09-01,-0.0120476545
